id,name,description,category,subcategory,parent_skill_name,synonyms,is_active,created_at,updated_at
797812d1-185a-4168-bf3b-e9fbe57ba3c5,Stationary Shooting,Shooting from a standstill position.,Context,Shooting,Shooting,"[""spot-up"",""set shot""]",true,2025-06-02 02:51:14.295733,2025-06-02 02:51:14.295733
79ab7fd3-dbed-4a6e-be20-32b729ea9e35,Read Help,Seeing where help or rotations are coming from after screen.,Perception,Screen Usage,Screen Usage,"[""help read"",""rotation read""]",true,2025-06-02 03:09:37.081202,2025-06-02 03:09:37.081202
79b2cc10-e621-4058-8ac0-ae3d41fcc39d,Late Clock Situations,Playing with little time left on shot or game clock.,Constraint,Decision-Making,Decision-Making,"[""clock read"",""buzzer beater""]",true,2025-06-02 03:15:56.462317,2025-06-02 03:15:56.462317
79ba56e0-7aa9-4da8-9f2b-cf9dea9245a4,Communication in Transition,Organizing or alerting during fast breaks or change of possession.,Technique,Communication,Communication,"[""transition call"",""open floor""]",true,2025-06-02 03:21:46.511482,2025-06-02 03:21:46.511482
79f361bd-61c3-45e7-8dcf-fe09b56a15c7,Combo Moves,Linking multiple dribble moves together in sequence.,Technique,Ball Handling,Ball Handling,"[""combo dribble"",""multi-move""]",true,2025-06-02 02:39:00.036313,2025-06-02 02:39:00.036313
7a34a5d2-1ba9-411c-9b62-c4da81091af7,Communication,Exchanging information verbally/non-verbally.,Core Skill,Core,,"[""talk"",""signal""]",true,2025-06-02 02:15:21.644759,2025-06-02 02:15:21.644759
7b160a25-cd7d-4950-a6fc-51b586754d69,Euro Step,Side-step move to evade defender at the rim.,Technique,Finishing,Finishing,"[""euro"",""side step""]",true,2025-06-02 02:59:53.045159,2025-06-02 02:59:53.045159
7ba275e3-580a-411a-a682-8f64e62ce207,Passing Under Pressure,Making passes against defensive traps/pressure.,Offense,Passing,Passing,"[""trap pass"",""pressure pass""]",true,2025-06-02 01:21:48.252644,2025-06-02 01:21:48.252644
7c962bc1-366c-4939-ade2-fea5ea9e861e,End-of-Clock Defense,Special situations with little time remaining.,Constraint,Defense,Defense,"[""late clock"",""buzzer beater""]",true,2025-06-02 03:07:51.188187,2025-06-02 03:07:51.188187
7e33aa82-eb18-4c49-a028-51458ece4df2,Agility Drill,Quick direction changes for movement efficiency.,Technique,Conditioning,Conditioning,"[""agility"",""ladders""]",true,2025-06-02 03:23:35.601465,2025-06-02 03:23:35.601465
7ea71a5b-c211-45ed-b171-86d0741685be,Connection,Body-ball energy transfer and full-body integration.,Technique,Shooting,Shooting,"[""body connection"",""energy flow""]",true,2025-06-02 02:51:14.295733,2025-06-02 02:51:14.295733
7eabade4-489d-4477-b603-368ff8c0037f,Screening vs. Switch,Screen strategies against switching defenses.,Constraint,Screen Usage,Screen Usage,"[""vs switch"",""switch screen""]",true,2025-06-02 03:09:37.081202,2025-06-02 03:09:37.081202
7ef0b99f-495b-4f3f-a3a6-5e8cbcd3e9b1,Finish/Pass Decision,Deciding whether to attack the rim or pass out.,Decision,Finishing,Finishing,"[""attack or pass"",""finish decision""]",true,2025-06-02 02:59:53.045159,2025-06-02 02:59:53.045159
7f44efa2-8745-47e7-be44-982abbb579ab,Read Screen Angle,Reading how and where the screen is set for optimal use.,Perception,Screen Usage,Screen Usage,"[""angle read"",""screen direction""]",true,2025-06-02 03:09:37.081202,2025-06-02 03:09:37.081202
817a1431-7670-4e24-9c28-4efb28865ed4,Force to Jail,Funneling ball into low-value zones.,Defense,Halfcourt,Halfcourt Defense,"[""force sideline"",""trap""]",true,2025-06-02 01:23:14.416585,2025-06-02 01:23:14.416585
829d188a-8a72-4983-902c-d94c19a6851d,Crash/Release Decision,Deciding when to crash for a rebound or get back on defense.,Decision,Rebounding,Rebounding,"[""crash decision"",""release read""]",true,2025-06-02 03:01:40.219259,2025-06-02 03:01:40.219259
82afd6cb-0653-43e7-8375-0b39f75b8b54,Ball Screen Coverage: Hedge,Aggressively showing on pick and roll.,Technique,Defense,Defense,"[""hedge"",""show""]",true,2025-06-02 03:07:51.188187,2025-06-02 03:07:51.188187
835a9fb9-bef6-4bbd-a151-99379d9cd14c,Footwork on Defense,"Lateral, drop, and recovery steps for defense.",Constraint,Footwork,Footwork,"[""defense feet"",""slide footwork""]",true,2025-06-02 03:18:45.342549,2025-06-02 03:18:45.342549
83af1cfe-2045-4ff0-9ab7-ee54b98bd4d1,1-2 Step or Hop Decision,Selecting appropriate footwork for shot or move.,Decision,Footwork,Footwork,"[""1-2 or hop"",""footwork for finish""]",true,2025-06-02 03:18:45.342549,2025-06-02 03:18:45.342549
840a6456-346f-4a11-98c5-329b362ed017,Movement in Transition,Moving at speed during fast breaks.,Constraint,Movement/Agility,Movement/Agility,"[""transition move"",""open court""]",true,2025-06-02 03:13:39.62198,2025-06-02 03:13:39.62198
8476da20-a82a-4995-8d44-0b1f1a95798a,Halfcourt Offense,Operating and scoring against a set defense.,Offense,Halfcourt,Offense,"[""set offense"",""half court""]",true,2025-06-02 01:21:48.252644,2025-06-02 01:21:48.252644
853dc891-1f80-49a3-ae82-30f7d06df879,At the Rim,Scoring at or near the basket.,Offense,Finishing,Finishing,"[""layup"",""rim finish""]",true,2025-06-02 01:21:48.252644,2025-06-02 01:21:48.252644
86a3d4f9-6422-479e-a0be-d215cd88af87,Communication Under Fatigue,Maintaining quality of communication when tired.,Constraint,Communication,Communication,"[""fatigue talk"",""tired cue""]",true,2025-06-02 03:21:46.511482,2025-06-02 03:21:46.511482
86d9d53f-766d-4598-92cf-6e3ac83fe2f1,Screen Contact,Making effective and legal contact with defender.,Technique,Screen Usage,Screen Usage,"[""contact"",""screen contact""]",true,2025-06-02 03:09:37.081202,2025-06-02 03:09:37.081202
870ce36c-c6e9-4cdc-87a0-c1454abf8cf6,Passing Off Dribble,Passing immediately off the bounce or dribble.,Technique,Passing,Passing,"[""off dribble pass"",""live dribble""]",true,2025-06-02 02:57:48.80719,2025-06-02 02:57:48.80719
87463e47-1f0d-420d-9c61-e11d06ac7c8d,Movement in Tight Spaces,Navigating small or crowded areas with agility.,Technique,Movement/Agility,Movement/Agility,"[""tight space"",""traffic move""]",true,2025-06-02 03:13:39.62198,2025-06-02 03:13:39.62198
87567cf5-3acb-454f-ac21-ea961e2e587e,Two-Handed Catch,Securing the ball with both hands for maximum control.,Technique,Catching,Catching,"[""two hand"",""secure catch""]",true,2025-06-02 03:11:47.033491,2025-06-02 03:11:47.033491
88547bbd-86ac-405b-b205-e098ddcdfecf,No Key/No Three/No Free,"Preventing layups, threes, and free throws.",Defense,Halfcourt,Halfcourt Defense,"[""no paint"",""no three"",""no foul""]",true,2025-06-02 01:23:14.416585,2025-06-02 01:23:14.416585
889dd573-8361-47fd-ac84-fc721827cab1,Read Defensive Coverage,"Seeing coverage, switches, and defensive rotations.",Perception,Decision-Making,Decision-Making,"[""coverage read"",""scheme awareness""]",true,2025-06-02 03:15:56.462317,2025-06-02 03:15:56.462317
896cf9fb-b9b0-40d8-bcd6-bddb6c6bf538,Arm Bar,Using forearm to maintain position legally.,Technique,Defense,Defense,"[""forearm"",""armbar""]",true,2025-06-02 03:07:51.188187,2025-06-02 03:07:51.188187
89ecc176-b79f-4de3-880d-852872f815bc,Read Shot/Pass,Anticipating shot release or pass to contest or intercept.,Perception,Defense,Defense,"[""anticipation"",""jump pass""]",true,2025-06-02 03:07:51.188187,2025-06-02 03:07:51.188187
8a788b29-5e3a-474e-87b2-3de9531252cb,Sprint,Explosive straight-ahead running.,Technique,Movement/Agility,Movement/Agility,"[""run"",""burst""]",true,2025-06-02 03:13:39.62198,2025-06-02 03:13:39.62198
8adaccfc-95b9-40be-b5b9-dffc0cb2be97,Read Space,"Finding space to step, pivot, or land safely.",Perception,Footwork,Footwork,"[""space awareness"",""landing read""]",true,2025-06-02 03:18:45.342549,2025-06-02 03:18:45.342549
8b766e20-dd2c-4be7-aaa4-bc9854554269,Reject Screen,Attacking away from the screen to counter defense.,Technique,Screen Usage,Screen Usage,"[""refuse screen"",""reject""]",true,2025-06-02 03:09:37.081202,2025-06-02 03:09:37.081202
8b7b0ab0-2aa0-4cff-a5c0-1da65b6f6935,Communication as Leader/Captain,Taking charge vocally and by example.,Constraint,Communication,Communication,"[""leader"",""captaincy""]",true,2025-06-02 03:21:46.511482,2025-06-02 03:21:46.511482
8c0b07a6-4427-4dc4-b780-cb1ac970c344,Read Block Out,Identifying when and where to establish box out position.,Perception,Rebounding,Rebounding,"[""block out read"",""contact timing""]",true,2025-06-02 03:01:40.219259,2025-06-02 03:01:40.219259
8c25fafc-f13c-4419-a29d-2afaa47be5b5,Skip Pass,"Long, cross-court passes to shift defense.",Offense,Passing,Passing,"[""skip""]",true,2025-06-02 01:21:48.252644,2025-06-02 01:21:48.252644
8c7f0221-db95-4454-8914-789d828ddd63,Free Throws,Uncontested shots from the free throw line.,Action,Shooting,Shooting,"[""foul shot"",""FT""]",true,2025-06-02 02:51:14.295733,2025-06-02 02:51:14.295733
8db25bfe-a71e-438c-8894-9d3c72c62972,Read Timing,"Judging when to jump, move, or box out.",Perception,Rebounding,Rebounding,"[""timing"",""jump read""]",true,2025-06-02 03:01:40.219259,2025-06-02 03:01:40.219259
8e4334af-6cb7-4470-8a25-7f30ad59f814,Finishing vs. Shot Blocker,Adapting finish to avoid or counter shot blockers.,Constraint,Finishing,Finishing,"[""block avoidance"",""over length""]",true,2025-06-02 02:59:53.045159,2025-06-02 02:59:53.045159
8e4ad7e2-4c84-418a-948c-1e9f5bebed01,Offensive Rebounding,Attacking the glass to secure extra possessions on offense.,Constraint,Rebounding,Rebounding,"[""O-board"",""putback""]",true,2025-06-02 03:01:40.219259,2025-06-02 03:01:40.219259
8ec351f4-d621-41c0-9641-97932c4e1e3b,Transition Communication,"Orchestrating transitions with calls for ball, lanes, matchups.",Communication,Transition,Communication,"[""transition talk"",""matchup call""]",true,2025-06-02 01:24:30.652644,2025-06-02 01:24:30.652644
90250c4d-e93a-4029-810f-2588c9ef59a8,Guarding the Best Player,Special defensive focus on opponent’s top scorer.,Constraint,Defense,Defense,"[""best matchup"",""star defense""]",true,2025-06-02 03:07:51.188187,2025-06-02 03:07:51.188187
906da8ad-9a67-4cf2-bf41-b83b56c16cb5,Catch/Deflect Decision,Choosing to secure the catch or redirect/tip the ball.,Decision,Catching,Catching,"[""secure or tip"",""catch or deflect""]",true,2025-06-02 03:11:47.033491,2025-06-02 03:11:47.033491
90ac1f59-d356-4d21-9b0b-4adb228c4c46,Read Pressure,"Identifying defensive traps, ball denial, or aggressive pressure.",Perception,Passing,Passing,"[""pressure read"",""trap read""]",true,2025-06-02 02:57:48.80719,2025-06-02 02:57:48.80719
90c11521-7329-46e6-8a1a-ff1a8ab63e49,Non-Verbal Signals,"Using hand, eye, or body language to communicate.",Technique,Communication,Communication,"[""signal"",""gesture""]",true,2025-06-02 03:21:46.511482,2025-06-02 03:21:46.511482
934cfa47-dc58-4e74-92c5-2f46942c1391,Spain,Backscreen on the screener in a pick and roll.,Offense,Halfcourt,Actions,"[""spain pick and roll""]",true,2025-06-02 01:21:48.252644,2025-06-02 01:21:48.252644
935efb24-6d26-4a3c-b6b2-5902ecc11f81,High Catch,Catching passes above the head or outstretched.,Technique,Catching,Catching,"[""high ball"",""above head""]",true,2025-06-02 03:11:47.033491,2025-06-02 03:11:47.033491
93b6ef4b-91cd-41ee-9cfc-368767dca986,Slip/Rescreen Decision,Choosing to slip out early or set a second (rescreen).,Decision,Screen Usage,Screen Usage,"[""slip read"",""rescreen""]",true,2025-06-02 03:09:37.081202,2025-06-02 03:09:37.081202
9463d70e-ae37-47f0-9f42-17e3324535d3,Game Shots,"Simulated live, variable, or in-game shooting conditions.",Context,Shooting,Shooting,"[""live shot"",""game-like shot""]",true,2025-06-02 02:51:14.295733,2025-06-02 02:51:14.295733
947c4d71-10a3-4d5e-9548-ec56eaa2c94c,Screen Usage,"Creating or exploiting an advantage by setting or using screens, on or off the ball.",Core Skill,Screen Usage,,"[""screening"",""pick""]",true,2025-06-02 03:09:37.081202,2025-06-02 03:09:37.081202
94ae2a97-94a5-45f7-aa2a-99bb7b4cb9d4,Empty Side Screening,Screening on side of floor with no strong-side help.,Constraint,Screen Usage,Screen Usage,"[""empty side"",""iso screen""]",true,2025-06-02 03:09:37.081202,2025-06-02 03:09:37.081202
94bab4c4-4b47-4b25-ab68-80e7f016f545,Push/Pace Decision,"Deciding when to sprint, jog, or slow down based on context.",Decision,Conditioning,Conditioning,"[""pace decision"",""push or pace""]",true,2025-06-02 03:23:35.601465,2025-06-02 03:23:35.601465
95bada18-4f96-4315-8956-54c32e01cfca,Recovery Step,Quick step to regain position after being beaten.,Technique,Movement/Agility,Movement/Agility,"[""recovery"",""catch up""]",true,2025-06-02 03:13:39.62198,2025-06-02 03:13:39.62198
96e314eb-1811-41a6-a73d-fdf3c650ef58,Big Turn/Little Turn,Shooting after strong rotational movement.,Action,Shooting,Shooting,"[""turn shooting"",""rotation shot""]",true,2025-06-02 02:51:14.295733,2025-06-02 02:51:14.295733
974e3f98-199e-436a-a457-cd076a87aa14,Curl/Fade/Pop Decision,"Choosing how to exit the screen: curl, fade, or pop.",Decision,Screen Usage,Screen Usage,"[""exit read"",""cut decision""]",true,2025-06-02 03:09:37.081202,2025-06-02 03:09:37.081202
97b2bc90-953f-49a5-bae7-8d96026bb396,Use/Reject Decision,Deciding to use the screen or attack opposite (reject).,Decision,Screen Usage,Screen Usage,"[""screen or reject"",""decision""]",true,2025-06-02 03:09:37.081202,2025-06-02 03:09:37.081202
97f27e02-4618-4020-97bc-555d3af3dcc4,Confidence,Belief in one’s own ability to succeed.,Attribute,Mental,Attribute,"[""self-belief"",""assurance""]",true,2025-06-02 01:25:58.659026,2025-06-02 01:25:58.659026
98374d21-3f19-49a3-b5c2-94a88bf28b4a,Sequence,"Order of movement: feet, hips, ball, arms, release.",Technique,Shooting,Shooting,"[""shot sequence"",""1-2-thru""]",true,2025-06-02 02:51:14.295733,2025-06-02 02:51:14.295733
98672f1a-a1dc-4bd9-b3a2-ea29eb166bcd,Slip Screen,Cutting to the basket before full contact is made.,Technique,Screen Usage,Screen Usage,"[""slip"",""early roll""]",true,2025-06-02 03:09:37.081202,2025-06-02 03:09:37.081202
990c6174-c6c5-4505-aa87-013c15369405,Recover/Peel Switch,Switching and recovering out of breakdown.,Technique,Defense,Defense,"[""peel"",""recovery""]",true,2025-06-02 03:07:51.188187,2025-06-02 03:07:51.188187
999848b8-ced7-4011-8e63-28e93366eea1,Multi-Directional Movement,Ability to move efficiently in all directions.,Technique,Movement/Agility,Movement/Agility,"[""multi-direction"",""all angles""]",true,2025-06-02 03:13:39.62198,2025-06-02 03:13:39.62198
99a6db1c-0432-4880-9855-87e94f04a8b2,Finishing,Scoring at or near the rim in a variety of situations and under pressure.,Core Skill,Finishing,,"[""at the rim"",""scoring inside""]",true,2025-06-02 02:59:53.045159,2025-06-02 02:59:53.045159
9a79ec41-e357-4c3e-bbd7-d9a34a7dbe96,Read Fatigue,"Noticing self or teammate fatigue through breath, posture, or focus.",Perception,Conditioning,Conditioning,"[""fatigue awareness"",""tired read""]",true,2025-06-02 03:23:35.601465,2025-06-02 03:23:35.601465
9afd6522-afd2-4c6e-abbc-7ebf4be81830,Curl,Cutting tightly around the screen to the rim or midrange.,Technique,Screen Usage,Screen Usage,"[""curl cut"",""tight cut""]",true,2025-06-02 03:09:37.081202,2025-06-02 03:09:37.081202
9b054e6f-f27a-4ec3-9031-b64f3aba4774,High Pointing,Jumping to catch the ball at its highest point.,Technique,Rebounding,Rebounding,"[""high catch"",""peak""]",true,2025-06-02 03:01:40.219259,2025-06-02 03:01:40.219259
9ba2ef20-c915-4812-8318-df18e519ab6c,Late Clock Finishing,Executing finishes with limited time remaining.,Constraint,Finishing,Finishing,"[""clock finish"",""buzzer beater""]",true,2025-06-02 02:59:53.045159,2025-06-02 02:59:53.045159
9beecd0d-2d44-40f5-ab93-a4d14b823356,Step Through,Footwork move to get past defender (often after pivot).,Technique,Footwork,Footwork,"[""step thru"",""pass finish""]",true,2025-06-02 03:18:45.342549,2025-06-02 03:18:45.342549
9c253c1a-954b-4ae3-8fb9-1636dc69ed26,Shooting Form Execution,Full mechanical execution of shot form.,Technique,Shooting,Shooting,"[""form shooting"",""mechanics""]",true,2025-06-02 02:51:14.295733,2025-06-02 02:51:14.295733
9c6c2332-0f12-467f-a6fe-26cd61b4cb29,Two-Foot Finish,Jumping off two feet for balance and power.,Technique,Finishing,Finishing,"[""2-foot"",""strong base""]",true,2025-06-02 02:59:53.045159,2025-06-02 02:59:53.045159
9c838cff-97fe-4544-85c8-02f4fc2fa5e8,Defense,Preventing opponents from scoring.,Core Skill,Core,,"[""stop"",""guard""]",true,2025-06-02 02:15:21.644759,2025-06-02 02:15:21.644759
9ccf4dd6-1534-4165-ad41-743f4bb71c5a,Endurance Running,Long-duration running for stamina.,Technique,Conditioning,Conditioning,"[""long run"",""distance running""]",true,2025-06-02 03:23:35.601465,2025-06-02 03:23:35.601465
9d3d36e4-0f4e-4011-9f05-894859bdc6b8,Pivot and Pass,Pivot to create angle for pass.,Technique,Footwork,Footwork,"[""pivot pass"",""turn pass""]",true,2025-06-02 03:18:45.342549,2025-06-02 03:18:45.342549
9d72692b-ef59-4b30-9d49-3fe123e1e677,Crossover Execution,Executing a crossover move in a live context.,Technique,Ball Handling,Ball Handling,"[""cross"",""cross dribble""]",true,2025-06-02 02:39:00.036313,2025-06-02 02:39:00.036313
9e5ae964-a4ba-4f81-86a4-121306d2f730,Help and Recover,Help on penetration then recover to original man.,Defense,Specialty,Help Defense,"[""help-recover""]",true,2025-06-02 01:23:14.416585,2025-06-02 01:23:14.416585
9ec62919-cf35-411c-bc2c-95cb99929415,Tip/Control Decision,"Choosing to tip, catch, or tap the ball for control.",Decision,Rebounding,Rebounding,"[""tip or control"",""tap decision""]",true,2025-06-02 03:01:40.219259,2025-06-02 03:01:40.219259
9ec9685f-a50c-4dc5-bb48-d07e65d5a9a0,Core Defense,Foundational defensive philosophy and priorities.,Defense,Core,Defense,"[""team defense"",""system defense""]",true,2025-06-02 01:23:14.416585,2025-06-02 01:23:14.416585
9f29b3c4-8020-4c40-a444-4e9c47972bd6,Ball Screen Coverage: Ice,Forcing ball handler sideline and away from screen.,Technique,Defense,Defense,"[""ice"",""down""]",true,2025-06-02 03:07:51.188187,2025-06-02 03:07:51.188187
9f891836-fdf7-4ecf-8be8-9b624c4efc7c,Footwork for Finishing,"Footwork to finish at the rim, through contact or angles.",Constraint,Footwork,Footwork,"[""finish footwork"",""rim footwork""]",true,2025-06-02 03:18:45.342549,2025-06-02 03:18:45.342549
9f8dd589-96ce-44a2-9727-fc94291639ee,Screening vs. Trap,Screening to defeat traps or double teams.,Constraint,Screen Usage,Screen Usage,"[""vs trap"",""trap screen""]",true,2025-06-02 03:09:37.081202,2025-06-02 03:09:37.081202
9fbdc0dc-193f-4d90-9eed-9a9b0568232e,Pop to Space,Moving to an open spot after screen.,Technique,Screen Usage,Screen Usage,"[""pop"",""space""]",true,2025-06-02 03:09:37.081202,2025-06-02 03:09:37.081202
9fc80304-2df0-4260-96a3-91db44c6e591,Feedback,"Giving feedback: corrections, encouragement, accountability.",Technique,Communication,Communication,"[""my bad"",""next play""]",true,2025-06-02 03:21:46.511482,2025-06-02 03:21:46.511482
a007b530-d082-4fb7-828c-236f2f2dab3d,Communication with New Teammates,Quickly building rapport and cue language with unfamiliar teammates.,Constraint,Communication,Communication,"[""new teammate"",""chemistry talk""]",true,2025-06-02 03:21:46.511482,2025-06-02 03:21:46.511482
a021b8a0-2514-40d7-bd02-5ff1283b8b64,Ball Handling,Controlling the ball while attacking or creating.,Offense,Creation,Dribble Penetration,"[""handle"",""dribbling""]",true,2025-06-02 01:21:48.252644,2025-06-02 01:21:48.252644
a0646856-8f25-49ae-bc3e-776de0f06118,Balance,Lower-body stability throughout the shot sequence.,Technique,Shooting,Shooting,"[""base"",""footwork""]",true,2025-06-02 02:51:14.295733,2025-06-02 02:51:14.295733
a1836445-09cd-452a-8b36-4a67a03f8499,Pre-Game Warm-Up,Preparatory activity to get body ready for play.,Technique,Conditioning,Conditioning,"[""warmup"",""pre-game""]",true,2025-06-02 03:23:35.601465,2025-06-02 03:23:35.601465
a263dabc-063e-4086-abf2-f8865a768e80,Free Throws,Uncontested shots from the foul line.,Offense,Shooting,Shooting,"[""foul shot"",""FT""]",true,2025-06-02 01:21:48.252644,2025-06-02 01:21:48.252644
a2765871-1f44-4f87-866a-9be48c72ccdd,Shooting Off Dribble,Executing shots immediately after dribble.,Action,Shooting,Shooting,"[""off the bounce"",""pull up jumper""]",true,2025-06-02 02:51:14.295733,2025-06-02 02:51:14.295733
a2aed0c6-cf40-4558-a3aa-78c5ea25d725,Attack Decision,Deciding to attack the defender off the dribble.,Decision,On-Ball,Ball Handling,"[""attack read"",""drive decision""]",true,2025-06-02 02:39:00.036313,2025-06-02 02:39:00.036313
a30db27e-86de-46e7-a6b5-20bbb8ec7512,Drop Step,Step behind defender for post or attack.,Technique,Footwork,Footwork,"[""drop"",""step behind""]",true,2025-06-02 03:18:45.342549,2025-06-02 03:18:45.342549
a318cf22-d1f6-4f5e-9ad5-c8757dfbef01,Coachability,"Openness to instruction, feedback, and growth.",Attribute,Leadership,Attribute,"[""teachable"",""responsive""]",true,2025-06-02 01:25:58.659026,2025-06-02 01:25:58.659026
a3d6d273-83de-4b25-94e9-4c93cbcf5c04,Delivery Decision,Choosing the best type of pass for the situation.,Decision,Passing,Passing,"[""pass type decision"",""delivery choice""]",true,2025-06-02 02:57:48.80719,2025-06-02 02:57:48.80719
a40c4707-7436-4bdc-aef8-b23785dbb3b4,Overhead Pass,Passes thrown from above the head.,Offense,Passing,Passing,"[""overhead""]",true,2025-06-02 01:21:48.252644,2025-06-02 01:21:48.252644
a414f4b6-526e-4a5d-a1d8-adabb9073c0b,Read Defense,Identifying defensive situations needing communication.,Perception,Communication,Communication,"[""defense read"",""coverage cue""]",true,2025-06-02 03:21:46.511482,2025-06-02 03:21:46.511482
a4441d13-6c8d-4022-ba0e-d949467d3e48,Spacing,Optimal positioning to maximize floor space.,Offense,Core,Offense,"[""floor spacing"",""court spacing""]",true,2025-06-02 01:21:48.252644,2025-06-02 01:21:48.252644
a479bf5a-30a2-4700-9c58-829030bc5756,Disrupt Rhythm,"Change defensive look, pressure, or tempo to unbalance offense.",Defense,Specialty,Disruption,"[""change up"",""tempo""]",true,2025-06-02 01:23:14.416585,2025-06-02 01:23:14.416585
a51ec0cd-f094-4856-95c9-db7be34877ac,Jail,Keeping the ball on the sideline or in “jail” areas.,Defense,Halfcourt,Halfcourt Defense,"[""trap zone"",""jail""]",true,2025-06-02 01:23:14.416585,2025-06-02 01:23:14.416585
a538e66e-dba1-4938-89d4-b7ac4eaa5db7,Post-Game Cool Down,Recovery activity to aid muscle and energy restoration.,Technique,Conditioning,Conditioning,"[""cooldown"",""post-game""]",true,2025-06-02 03:23:35.601465,2025-06-02 03:23:35.601465
a542e017-19e2-4c7e-b7a7-84c0ea2a2d02,Screen Timing,Proper timing of screen arrival and use.,Technique,Screen Usage,Screen Usage,"[""timing"",""arrive on time""]",true,2025-06-02 03:09:37.081202,2025-06-02 03:09:37.081202
a6acf11f-d010-4187-85ee-937bae782a48,What/How to Communicate Decision,"Choosing what info, cue, or message to deliver and how.",Decision,Communication,Communication,"[""message choice"",""delivery""]",true,2025-06-02 03:21:46.511482,2025-06-02 03:21:46.511482
a814d3f6-9fcc-46c6-8958-d28ad388c7d4,Rebounding,Securing missed shots to finish possessions.,Defense,Core,Core Defense,"[""box out"",""glass""]",true,2025-06-02 01:23:14.416585,2025-06-02 01:23:14.416585
a8a236d9-4bbb-4687-bef4-d16573107764,Advantage to Finish,Converting created advantage into a score.,Offense,Creation,Creation,"[""convert"",""finish advantage""]",true,2025-06-02 01:21:48.252644,2025-06-02 01:21:48.252644
a99386c1-f679-4072-840a-85ce0a05968a,Lateral Slide,Shuffling feet laterally to maintain position.,Technique,Defense,Defense,"[""slide"",""defensive shuffle""]",true,2025-06-02 03:07:51.188187,2025-06-02 03:07:51.188187
a9b4e5a8-8a2c-4d76-858a-811a761dbaba,Footwork Under Pressure,Maintaining technique while being pressured or bumped.,Constraint,Footwork,Footwork,"[""pressure footwork"",""tough feet""]",true,2025-06-02 03:18:45.342549,2025-06-02 03:18:45.342549
aa59205d-80bc-4922-ac55-7bfed58ed0cb,Ball Screen Coverage,Defending the pick-and-roll and similar actions.,Defense,Action,Defense,"[""ball screen"",""pnr defense""]",true,2025-06-02 01:23:14.416585,2025-06-02 01:23:14.416585
aa8f22f8-26d3-44f0-94c6-5939a361e592,Read Teammate,"Perceiving teammates’ awareness, readiness, or confusion.",Perception,Communication,Communication,"[""teammate read"",""read body language""]",true,2025-06-02 03:21:46.511482,2025-06-02 03:21:46.511482
aa9fcaf0-6a23-4479-93a0-c7042716d4e2,Footwork on Catch,Proper footwork to immediately transition from receiving the ball.,Constraint,Footwork,Footwork,"[""catch footwork"",""first step""]",true,2025-06-02 03:18:45.342549,2025-06-02 03:18:45.342549
ab705774-1408-47ff-a675-0e99c3b9adb2,Read Defender,Recognizing defender movement and positioning.,Perception,Movement/Agility,Movement/Agility,"[""defender read"",""coverage""]",true,2025-06-02 03:13:39.62198,2025-06-02 03:13:39.62198
ac1eccd6-c4f8-4b4b-9c95-2e5e78113b8d,Conditioning,"Physical fitness, endurance, and recovery to support sustained high-level basketball performance.",Core Skill,Conditioning,,"[""fitness"",""endurance""]",true,2025-06-02 03:23:35.601465,2025-06-02 03:23:35.601465
ac8accda-4537-41c9-bb36-adf19a52b49a,Communication vs. Press/Trap,Calling and organizing vs. aggressive defensive pressure.,Constraint,Communication,Communication,"[""press talk"",""trap cue""]",true,2025-06-02 03:21:46.511482,2025-06-02 03:21:46.511482
ac9b0fce-6dfd-4854-824e-25d2ba485439,Transition Defense,Defending fast breaks and change of possession.,Constraint,Defense,Defense,"[""transition"",""fast break defense""]",true,2025-06-02 03:07:51.188187,2025-06-02 03:07:51.188187
aca1745c-74ff-4947-9c1c-c25306b0028d,Push Pass,One-hand push pass for quick release.,Technique,Passing,Passing,"[""push"",""one-hand pass""]",true,2025-06-02 02:57:48.80719,2025-06-02 02:57:48.80719
af0b8c66-e2e7-40f0-8a74-626427dea2d8,Verticality,"Maintaining legal, upright position when contesting.",Technique,Defense,Defense,"[""stay vertical"",""no foul""]",true,2025-06-02 03:07:51.188187,2025-06-02 03:07:51.188187
b004afb9-713a-4c17-92c8-6f9e3512321a,Leadership/Role Decision,"Choosing to step up, direct, or delegate communication.",Decision,Communication,Communication,"[""leadership"",""captain cue""]",true,2025-06-02 03:21:46.511482,2025-06-02 03:21:46.511482
b0c98895-cec1-4a2f-8b7f-26a5bbade35c,Rebounding,Securing possession after a missed shot.,Core Skill,Core,,"[""board"",""glass""]",true,2025-06-02 02:15:21.644759,2025-06-02 02:15:21.644759
b201a672-e92e-4702-831b-18115d7e8e59,Touch Finish,"Soft, controlled finishes requiring delicate touch.",Technique,Finishing,Finishing,"[""soft finish"",""touch shot""]",true,2025-06-02 02:59:53.045159,2025-06-02 02:59:53.045159
b23653ed-1b6e-4422-a9bd-08d84a1be503,Movement Off Ball,Moving to open space without the ball.,Constraint,Movement/Agility,Movement/Agility,"[""off-ball"",""cutting""]",true,2025-06-02 03:13:39.62198,2025-06-02 03:13:39.62198
b313dc4a-6736-4d76-a31e-e778cd8f6a9f,Player-to-Coach Communication,"Players reporting, checking in, or seeking information from coaches.",Communication,Feedback,Communication,"[""check in"",""coach feedback""]",true,2025-06-02 01:24:30.652644,2025-06-02 01:24:30.652644
